entry,at,order
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:50:12.238Z,169268341223806
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T05:50:12.238Z,169268341223805
"Your hand is 7♥, 5♥",2023-08-22T05:50:12.238Z,169268341223804
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (183.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (253.35) | #7 ""Douglas @ dH7QCutUI5"" (139.55)",2023-08-22T05:50:12.238Z,169268341223801
"-- starting hand #323 (id: 9b0uad1aek6j)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:50:12.238Z,169268341223800
"-- ending hand #322 --",2023-08-22T05:50:09.316Z,169268340931602
"""Actionjackson @ 0OGSYDkE-B"" collected 2.50 from pot",2023-08-22T05:50:09.316Z,169268340931601
"Uncalled bet of 2.00 returned to ""Actionjackson @ 0OGSYDkE-B""",2023-08-22T05:50:09.316Z,169268340931600
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:50:08.476Z,169268340847600
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:50:05.411Z,169268340541100
"""Actionjackson @ 0OGSYDkE-B"" raises to 3.00",2023-08-22T05:50:04.559Z,169268340455900
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T05:50:00.312Z,169268340031206
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:50:00.312Z,169268340031205
"Your hand is Q♦, 3♣",2023-08-22T05:50:00.312Z,169268340031204
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (184.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (251.85) | #7 ""Douglas @ dH7QCutUI5"" (140.05)",2023-08-22T05:50:00.312Z,169268340031201
"-- starting hand #322 (id: ypnoq9zdbecg)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:50:00.312Z,169268340031200
"-- ending hand #321 --",2023-08-22T05:49:57.367Z,169268339736702
"""Douglas @ dH7QCutUI5"" collected 2.00 from pot",2023-08-22T05:49:57.367Z,169268339736701
"Uncalled bet of 1.00 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:49:57.367Z,169268339736700
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:49:56.554Z,169268339655400
"""Douglas @ dH7QCutUI5"" bets 1.00",2023-08-22T05:49:55.027Z,169268339502700
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:49:52.465Z,169268339246500
"Flop:  [K♠, A♦, Q♥]",2023-08-22T05:49:50.784Z,169268339078400
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:49:49.964Z,169268338996400
"""Actionjackson @ 0OGSYDkE-B"" calls 1.00",2023-08-22T05:49:48.555Z,169268338855500
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:49:45.498Z,169268338549800
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:49:43.660Z,169268338366006
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:49:43.660Z,169268338366005
"Your hand is 9♥, 6♣",2023-08-22T05:49:43.660Z,169268338366004
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (184.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (252.85) | #7 ""Douglas @ dH7QCutUI5"" (139.05)",2023-08-22T05:49:43.660Z,169268338366001
"-- starting hand #321 (id: fw0guyte14ac)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T05:49:43.660Z,169268338366000
"-- ending hand #320 --",2023-08-22T05:49:37.639Z,169268337763902
"""Hovz @ HXcCbLW4VE"" collected 24.00 from pot with Two Pair, J's & 10's (combination: J♦, J♣, 10♣, 10♥, 9♦)",2023-08-22T05:49:37.639Z,169268337763901
"""Hovz @ HXcCbLW4VE"" shows a 10♣, J♦.",2023-08-22T05:49:37.639Z,169268337763900
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:49:36.785Z,169268337678500
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:49:35.161Z,169268337516100
"River: J♣, 10♥, 6♠, 9♦ [2♦]",2023-08-22T05:49:31.428Z,169268337142800
"""Actionjackson @ 0OGSYDkE-B"" calls 6.00",2023-08-22T05:49:30.587Z,169268337058700
"""Hovz @ HXcCbLW4VE"" bets 6.00",2023-08-22T05:49:24.522Z,169268336452200
"Turn: J♣, 10♥, 6♠ [9♦]",2023-08-22T05:49:20.522Z,169268336052200
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:49:19.663Z,169268335966300
"""Hovz @ HXcCbLW4VE"" bets 3.00",2023-08-22T05:49:18.530Z,169268335853000
"Flop:  [J♣, 10♥, 6♠]",2023-08-22T05:49:14.290Z,169268335429000
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:49:13.420Z,169268335342000
"""Hovz @ HXcCbLW4VE"" raises to 3.00",2023-08-22T05:49:11.988Z,169268335198800
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:49:09.197Z,169268334919700
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:49:07.727Z,169268334772706
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T05:49:07.727Z,169268334772705
"Your hand is 4♥, 5♣",2023-08-22T05:49:07.727Z,169268334772704
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (172.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (264.85) | #7 ""Douglas @ dH7QCutUI5"" (139.05)",2023-08-22T05:49:07.727Z,169268334772701
"-- starting hand #320 (id: tj6onmwgeiq4)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:49:07.727Z,169268334772700
"-- ending hand #319 --",2023-08-22T05:49:04.801Z,169268334480102
"""Hovz @ HXcCbLW4VE"" collected 1.00 from pot",2023-08-22T05:49:04.801Z,169268334480101
"Uncalled bet of 0.50 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T05:49:04.801Z,169268334480100
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:49:03.920Z,169268334392000
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:49:03.031Z,169268334303100
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T05:49:01.702Z,169268334170206
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:49:01.702Z,169268334170205
"Your hand is 4♦, 5♠",2023-08-22T05:49:01.702Z,169268334170204
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (171.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (264.85) | #7 ""Douglas @ dH7QCutUI5"" (139.55)",2023-08-22T05:49:01.702Z,169268334170201
"-- starting hand #319 (id: xvn1qgtlpbhk)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:49:01.702Z,169268334170200
"-- ending hand #318 --",2023-08-22T05:48:58.796Z,169268333879602
"""Douglas @ dH7QCutUI5"" collected 1.00 from pot",2023-08-22T05:48:58.796Z,169268333879601
"Uncalled bet of 0.50 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:48:58.796Z,169268333879600
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:48:57.942Z,169268333794200
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:48:57.050Z,169268333705000
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:48:55.259Z,169268333525906
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:48:55.259Z,169268333525905
"Your hand is 10♣, 7♣",2023-08-22T05:48:55.259Z,169268333525904
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (171.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (265.35) | #7 ""Douglas @ dH7QCutUI5"" (139.05)",2023-08-22T05:48:55.259Z,169268333525901
"-- starting hand #318 (id: hwj8xhptuk8r)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T05:48:55.259Z,169268333525900
"-- ending hand #317 --",2023-08-22T05:48:49.191Z,169268332919103
"""Hovz @ HXcCbLW4VE"" shows a 3♠, J♠.",2023-08-22T05:48:49.191Z,169268332919102
"""Actionjackson @ 0OGSYDkE-B"" collected 15.00 from pot with Two Pair, Q's & 6's (combination: Q♠, Q♣, 6♦, 6♠, A♦)",2023-08-22T05:48:49.191Z,169268332919101
"""Actionjackson @ 0OGSYDkE-B"" shows a J♣, 6♦.",2023-08-22T05:48:49.191Z,169268332919100
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:48:48.363Z,169268332836300
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:48:47.177Z,169268332717700
"River: 6♠, Q♠, 8♦, Q♣ [A♦]",2023-08-22T05:48:44.286Z,169268332428600
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:48:43.440Z,169268332344000
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:48:42.513Z,169268332251300
"""Hovz @ HXcCbLW4VE"" bets 3.00",2023-08-22T05:48:41.135Z,169268332113500
"Turn: 6♠, Q♠, 8♦ [Q♣]",2023-08-22T05:48:36.180Z,169268331618000
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:48:35.327Z,169268331532700
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:48:34.265Z,169268331426500
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:48:32.896Z,169268331289600
"Flop:  [6♠, Q♠, 8♦]",2023-08-22T05:48:30.234Z,169268331023400
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:48:29.409Z,169268330940900
"""Hovz @ HXcCbLW4VE"" calls 3.00",2023-08-22T05:48:26.396Z,169268330639600
"""Douglas @ dH7QCutUI5"" raises to 3.00",2023-08-22T05:48:24.213Z,169268330421300
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:48:22.533Z,169268330253306
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T05:48:22.533Z,169268330253305
"Your hand is 5♣, 4♠",2023-08-22T05:48:22.533Z,169268330253304
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (177.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (256.35) | #7 ""Douglas @ dH7QCutUI5"" (142.05)",2023-08-22T05:48:22.533Z,169268330253301
"-- starting hand #317 (id: jqkf25rckkf2)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:48:22.533Z,169268330253300
"-- ending hand #316 --",2023-08-22T05:48:19.605Z,169268329960502
"""Hovz @ HXcCbLW4VE"" collected 10.00 from pot",2023-08-22T05:48:19.605Z,169268329960501
"Uncalled bet of 4.00 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T05:48:19.605Z,169268329960500
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:48:18.790Z,169268329879000
"""Hovz @ HXcCbLW4VE"" raises to 6.00",2023-08-22T05:48:16.738Z,169268329673800
"""Douglas @ dH7QCutUI5"" bets 2.00",2023-08-22T05:48:13.399Z,169268329339900
"Flop:  [Q♣, 6♦, Q♦]",2023-08-22T05:48:10.505Z,169268329050500
"""Hovz @ HXcCbLW4VE"" calls 3.00",2023-08-22T05:48:09.628Z,169268328962800
"""Douglas @ dH7QCutUI5"" raises to 3.00",2023-08-22T05:48:07.305Z,169268328730500
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:48:05.134Z,169268328513400
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T05:48:03.716Z,169268328371606
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:48:03.716Z,169268328371605
"Your hand is A♠, 2♥",2023-08-22T05:48:03.716Z,169268328371604
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (172.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (256.35) | #7 ""Douglas @ dH7QCutUI5"" (147.05)",2023-08-22T05:48:03.716Z,169268328371601
"-- starting hand #316 (id: gsy6d7b84bnj)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:48:03.716Z,169268328371600
"""Hovz @ HXcCbLW4VE"" shows a 7♠, 6♣.",2023-08-22T05:47:59.104Z,169268327910400
"-- ending hand #315 --",2023-08-22T05:47:57.185Z,169268327718502
"""Actionjackson @ 0OGSYDkE-B"" collected 11.00 from pot with Two Pair, Q's & J's (combination: Q♦, Q♣, J♦, J♣, A♦)",2023-08-22T05:47:57.185Z,169268327718501
"""Actionjackson @ 0OGSYDkE-B"" shows a 5♦, J♦.",2023-08-22T05:47:57.185Z,169268327718500
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:47:56.332Z,169268327633200
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:47:54.521Z,169268327452100
"River: 6♠, A♦, J♣, Q♦ [Q♣]",2023-08-22T05:47:52.289Z,169268327228900
"""Hovz @ HXcCbLW4VE"" checks",2023-08-22T05:47:51.474Z,169268327147400
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:47:49.162Z,169268326916200
"Turn: 6♠, A♦, J♣ [Q♦]",2023-08-22T05:47:47.981Z,169268326798100
"""Actionjackson @ 0OGSYDkE-B"" calls 2.00",2023-08-22T05:47:47.121Z,169268326712100
"""Hovz @ HXcCbLW4VE"" bets 2.00",2023-08-22T05:47:45.609Z,169268326560900
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:47:42.457Z,169268326245700
"Flop:  [6♠, A♦, J♣]",2023-08-22T05:47:40.270Z,169268326027000
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:47:39.463Z,169268325946300
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:47:37.018Z,169268325701800
"""Hovz @ HXcCbLW4VE"" raises to 3.00",2023-08-22T05:47:35.454Z,169268325545400
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:47:32.419Z,169268325241906
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:47:32.419Z,169268325241905
"Your hand is J♥, 3♦",2023-08-22T05:47:32.419Z,169268325241904
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (177.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (250.35) | #7 ""Douglas @ dH7QCutUI5"" (148.05)",2023-08-22T05:47:32.419Z,169268325241901
"-- starting hand #315 (id: kjm4crb9aen2)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T05:47:32.419Z,169268325241900
"-- ending hand #314 --",2023-08-22T05:47:29.456Z,169268324945602
"""Douglas @ dH7QCutUI5"" collected 2.50 from pot",2023-08-22T05:47:29.456Z,169268324945601
"Uncalled bet of 2.00 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:47:29.456Z,169268324945600
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:47:28.615Z,169268324861500
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:47:23.215Z,169268324321500
"""Douglas @ dH7QCutUI5"" raises to 3.00",2023-08-22T05:47:07.548Z,169268322754800
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:47:05.782Z,169268322578206
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T05:47:05.782Z,169268322578205
"Your hand is A♥, K♠",2023-08-22T05:47:05.782Z,169268322578204
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (178.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (251.35) | #7 ""Douglas @ dH7QCutUI5"" (146.55)",2023-08-22T05:47:05.782Z,169268322578201
"-- starting hand #314 (id: lwjhi2djm0pe)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:47:05.782Z,169268322578200
"-- ending hand #313 --",2023-08-22T05:47:02.830Z,169268322283002
"""Douglas @ dH7QCutUI5"" collected 2.00 from pot",2023-08-22T05:47:02.830Z,169268322283001
"Uncalled bet of 2.00 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:47:02.830Z,169268322283000
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:47:02.018Z,169268322201800
"""Douglas @ dH7QCutUI5"" raises to 3.00",2023-08-22T05:46:52.296Z,169268321229600
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:46:50.351Z,169268321035100
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T05:46:46.788Z,169268320678806
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:46:46.788Z,169268320678805
"Your hand is 6♦, 6♠",2023-08-22T05:46:46.788Z,169268320678804
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (179.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (251.35) | #7 ""Douglas @ dH7QCutUI5"" (145.55)",2023-08-22T05:46:46.788Z,169268320678801
"-- starting hand #313 (id: bbuxtphs6i1z)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:46:46.788Z,169268320678800
"-- ending hand #312 --",2023-08-22T05:46:40.781Z,169268320078104
"""Douglas @ dH7QCutUI5"" collected 15.50 from pot with Two Pair, J's & 6's (combination: J♣, J♠, 6♠, 6♣, 10♦)",2023-08-22T05:46:40.781Z,169268320078103
"""Douglas @ dH7QCutUI5"" shows a J♣, 4♣.",2023-08-22T05:46:40.781Z,169268320078102
"""Actionjackson @ 0OGSYDkE-B"" collected 15.50 from pot with Two Pair, J's & 6's (combination: J♥, J♠, 6♠, 6♣, 10♦)",2023-08-22T05:46:40.781Z,169268320078101
"""Actionjackson @ 0OGSYDkE-B"" shows a J♥, 8♥.",2023-08-22T05:46:40.781Z,169268320078100
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:46:39.959Z,169268319995900
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:46:38.623Z,169268319862300
"River: 6♠, 6♣, J♠, 7♣ [10♦]",2023-08-22T05:46:34.111Z,169268319411100
"""Douglas @ dH7QCutUI5"" calls 9.00",2023-08-22T05:46:33.293Z,169268319329300
"""Actionjackson @ 0OGSYDkE-B"" bets 9.00",2023-08-22T05:46:30.320Z,169268319032000
"Turn: 6♠, 6♣, J♠ [7♣]",2023-08-22T05:46:23.743Z,169268318374300
"""Douglas @ dH7QCutUI5"" calls 3.50",2023-08-22T05:46:22.919Z,169268318291900
"""Actionjackson @ 0OGSYDkE-B"" bets 3.50",2023-08-22T05:46:20.567Z,169268318056700
"Flop:  [6♠, 6♣, J♠]",2023-08-22T05:46:09.259Z,169268316925900
"""Douglas @ dH7QCutUI5"" calls 3.00",2023-08-22T05:46:08.411Z,169268316841100
"""Actionjackson @ 0OGSYDkE-B"" raises to 3.00",2023-08-22T05:46:07.181Z,169268316718100
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:46:03.757Z,169268316375700
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:46:02.117Z,169268316211706
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:46:02.117Z,169268316211705
"Your hand is J♣, 4♣",2023-08-22T05:46:02.117Z,169268316211704
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (179.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (251.35) | #7 ""Douglas @ dH7QCutUI5"" (145.55)",2023-08-22T05:46:02.117Z,169268316211701
"-- starting hand #312 (id: mgvolbpkvbhx)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T05:46:02.117Z,169268316211700
"-- ending hand #311 --",2023-08-22T05:45:59.170Z,169268315917002
"""Douglas @ dH7QCutUI5"" collected 6.50 from pot",2023-08-22T05:45:59.170Z,169268315917001
"Uncalled bet of 4.25 returned to ""Douglas @ dH7QCutUI5""",2023-08-22T05:45:59.170Z,169268315917000
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:45:58.367Z,169268315836700
"""Douglas @ dH7QCutUI5"" bets 4.25",2023-08-22T05:45:56.878Z,169268315687800
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:45:53.882Z,169268315388200
"Turn: 10♠, K♥, 8♠ [Q♦]",2023-08-22T05:45:46.483Z,169268314648300
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:45:45.630Z,169268314563000
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:45:42.955Z,169268314295500
"Flop:  [10♠, K♥, 8♠]",2023-08-22T05:45:40.480Z,169268314048000
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:45:39.653Z,169268313965300
"""Hovz @ HXcCbLW4VE"" folds",2023-08-22T05:45:36.780Z,169268313678000
"""Douglas @ dH7QCutUI5"" raises to 3.00",2023-08-22T05:45:34.512Z,169268313451200
"""Actionjackson @ 0OGSYDkE-B"" posts a big blind of 1.00",2023-08-22T05:45:31.982Z,169268313198206
"""Hovz @ HXcCbLW4VE"" posts a small blind of 0.50",2023-08-22T05:45:31.982Z,169268313198205
"Your hand is 9♦, 7♥",2023-08-22T05:45:31.982Z,169268313198204
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (179.50) | #4 ""Actionjackson @ 0OGSYDkE-B"" (254.35) | #7 ""Douglas @ dH7QCutUI5"" (142.05)",2023-08-22T05:45:31.982Z,169268313198201
"-- starting hand #311 (id: uculpesyvtmc)  (No Limit Texas Hold'em) (dealer: ""Douglas @ dH7QCutUI5"") --",2023-08-22T05:45:31.982Z,169268313198200
"-- ending hand #310 --",2023-08-22T05:45:29.065Z,169268312906502
"""Hovz @ HXcCbLW4VE"" collected 1.00 from pot",2023-08-22T05:45:29.065Z,169268312906501
"Uncalled bet of 0.50 returned to ""Hovz @ HXcCbLW4VE""",2023-08-22T05:45:29.065Z,169268312906500
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:45:28.181Z,169268312818100
"""Actionjackson @ 0OGSYDkE-B"" folds",2023-08-22T05:45:27.310Z,169268312731000
"""Hovz @ HXcCbLW4VE"" posts a big blind of 1.00",2023-08-22T05:45:23.753Z,169268312375306
"""Douglas @ dH7QCutUI5"" posts a small blind of 0.50",2023-08-22T05:45:23.753Z,169268312375305
"Your hand is 7♦, 3♥",2023-08-22T05:45:23.753Z,169268312375304
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (179.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (254.35) | #7 ""Douglas @ dH7QCutUI5"" (142.55)",2023-08-22T05:45:23.753Z,169268312375301
"-- starting hand #310 (id: orlw3bmanmuf)  (No Limit Texas Hold'em) (dealer: ""Actionjackson @ 0OGSYDkE-B"") --",2023-08-22T05:45:23.753Z,169268312375300
"-- ending hand #309 --",2023-08-22T05:45:17.745Z,169268311774503
"""Actionjackson @ 0OGSYDkE-B"" shows a K♣, A♥.",2023-08-22T05:45:17.745Z,169268311774502
"""Hovz @ HXcCbLW4VE"" collected 179.00 from pot with Three of a Kind, 9's (combination: 9♠, 9♦, 9♣, A♠, K♦)",2023-08-22T05:45:17.745Z,169268311774501
"""Hovz @ HXcCbLW4VE"" shows a 9♠, K♦.",2023-08-22T05:45:17.745Z,169268311774500
"""Actionjackson @ 0OGSYDkE-B"" calls 44.50",2023-08-22T05:45:16.936Z,169268311693600
"""Hovz @ HXcCbLW4VE"" bets 44.50 and go all in",2023-08-22T05:44:27.881Z,169268306788100
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:44:24.450Z,169268306445000
"River: 10♣, 9♦, 9♣, A♠ [6♥]",2023-08-22T05:44:23.158Z,169268306315800
"""Douglas @ dH7QCutUI5"" folds",2023-08-22T05:44:22.253Z,169268306225300
"""Actionjackson @ 0OGSYDkE-B"" calls 22.50",2023-08-22T05:44:21.362Z,169268306136200
"""Hovz @ HXcCbLW4VE"" bets 22.50",2023-08-22T05:44:19.419Z,169268305941900
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:44:16.034Z,169268305603400
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:44:15.155Z,169268305515500
"Turn: 10♣, 9♦, 9♣ [A♠]",2023-08-22T05:44:12.025Z,169268305202500
"""Actionjackson @ 0OGSYDkE-B"" calls 12.00",2023-08-22T05:44:11.215Z,169268305121500
"""Hovz @ HXcCbLW4VE"" calls 12.00",2023-08-22T05:44:09.525Z,169268304952500
"""Douglas @ dH7QCutUI5"" raises to 12.00",2023-08-22T05:44:04.220Z,169268304422000
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:44:01.443Z,169268304144300
"""Hovz @ HXcCbLW4VE"" bets 3.00",2023-08-22T05:43:59.503Z,169268303950300
"""Douglas @ dH7QCutUI5"" checks",2023-08-22T05:43:56.447Z,169268303644700
"""Actionjackson @ 0OGSYDkE-B"" checks",2023-08-22T05:43:55.565Z,169268303556500
"Flop:  [10♣, 9♦, 9♣]",2023-08-22T05:43:52.537Z,169268303253700
"""Douglas @ dH7QCutUI5"" calls 3.00",2023-08-22T05:43:51.678Z,169268303167800
"""Actionjackson @ 0OGSYDkE-B"" calls 3.00",2023-08-22T05:43:50.504Z,169268303050400
"""Hovz @ HXcCbLW4VE"" raises to 3.00",2023-08-22T05:43:48.335Z,169268302833500
"""Douglas @ dH7QCutUI5"" posts a big blind of 1.00",2023-08-22T05:43:45.585Z,169268302558506
"""Actionjackson @ 0OGSYDkE-B"" posts a small blind of 0.50",2023-08-22T05:43:45.585Z,169268302558505
"Your hand is J♥, 7♠",2023-08-22T05:43:45.585Z,169268302558504
"Player stacks: #2 ""Hovz @ HXcCbLW4VE"" (82.00) | #4 ""Actionjackson @ 0OGSYDkE-B"" (336.35) | #7 ""Douglas @ dH7QCutUI5"" (157.55)",2023-08-22T05:43:45.585Z,169268302558501
"-- starting hand #309 (id: i5ckqt727x8w)  (No Limit Texas Hold'em) (dealer: ""Hovz @ HXcCbLW4VE"") --",2023-08-22T05:43:45.585Z,169268302558500
"""Actionjackson @ 0OGSYDkE-B"" shows a 4♣, K♠.",2023-08-22T05:43:44.023Z,169268302402300
"-- ending hand #308 --",2023-08-22T05:43:41.924Z,169268302192402
"""Douglas @ dH7QCutUI5"" collected 6.50 from pot",2023-08-22T05:43:41.924Z,169268302192401
